vrije,2
vu,1
wakil,3
waktu,7
walaupun,2
wanandi,2
wardah,2
warna,2
warnanya,1
watson,1
wawasan,1
web,2
wicara,1
widodo,3
wijayakrama,1
wilayah,3
wsa,4
wujud,1
x,1
ya,4
yahya,3
yaitu,9
yakin,1
yakni,7
yang,205
yayasan,2
yg,1
ypac,9
zaman,1
zebra,1
,0
